xx;mark;mark_1;mark_2;mark_3;name;ada;no_seri;merk;type;thn_pengadaan;thn_operasional;berfungsi;kalibrasi;harga;pendanaan;distributor;akl_akd;keterangan
;1226;;;10903172;Lemari Peralatan;Ya;1,81174E+13;SARANDI KARYA NUGRAHA;KA 68-12P;2018;2018;Baik;Belum;8300000;DAK;;;R.RAHA MONGKILO
;1226;;;10903172;Lemari Peralatan;Ya;1,81174E+13;SARANDI KARYA NUGRAHA;KA 68-12P;2018;2018;Baik;Belum;8300000;DAK;;;R.L.W.I
;1226;;;10903172;Lemari Peralatan;Ya;1,81174E+13;SARANDI KARYA NUGRAHA;KA 68-12P;2018;2018;Baik;Belum;8300000;DAK;;;R.L.W.II
;1226;;;10903172;Lemari Peralatan;Ya;1,81174E+13;SARANDI KARAYA NUGRAHA;KA 68-12P;2018;2018;Baik;Belum;8300000;DAK;;;R.L.W.I
;1226;;;10903172;Lemari Peralatan;Ya;1,81174E+13;SARANDI KARYA NUGRAHA;KA 68-12P;2018;2018;Baik;Belum;8300000;DAK;;;R.ISOLASI
;1226;;;10903172;Lemari Peralatan;Ya;1,81174E+13;SARANDI KARYA NUGRAHA;KA 68-12P;2018;2018;Baik;Belum;8300000;DAK;;;R.ISOLASI
;1226;;;10903172;Lemari Peralatan;Ya;1,81174E+13;SARANDI KARYA NUGRAHA;KA 68-12P;2018;2018;Baik;Belum;8300000;DAK;;;R.SUPER VIP
;***;;;High Care Unit (HCU);;;;;;;;;;;;;;
;1229;;;11501050;X-Ray Film Viewer;Ya;0;;;;;Baik;Belum;0;APBN;;;
;1229;;;205020096ch;ECG/EKG/Electrocardiograph 6 CH;Ya;0;;;;;Rusak;Belum;0;APBN;;;Belum ada
;1229;;;2050200912ch;ECG/EKG/Electrocardiograph 12 CH;Ya;0;;;;;Rusak;Belum;0;APBN;;;Belum ada
;1229;;;1801051;Tensimeter;Ya;0;;;;;Rusak;Belum;0;APBN;;;
;1229;;;1801051;Tensimeter;Ya;0;;;;;Rusak;Belum;0;APBN;;;belum ada
;1229;;;20403070;Noncontinuous ventilator (IPPB). ;Ya;0;;;;;Rusak;Belum;0;APBN;;;belum ada
;1229;;;10901002;Bed-side Monitor/Bed-patient monitor/Patient monitor;Ya;0;;;;;Rusak;Belum;0;APBN;;;belum ada
;1229;;;20502020;Pulse Oxymeter / Oximeter / Pulse Oximeter / Oksigen Saturasi/SPO2;Ya;0;;;;;Rusak;Belum;0;APBN;;;belum ada
;1229;;;20901015;Central Monitor;Ya;0;;;;;Rusak;Belum;0;APBN;;;belum ada
;1229;;;10902010;Matras decubitus;Ya;0;;;;;Rusak;Belum;0;APBN;;;belum ada
;1229;;;20902046;Syringe Pump;Ya;0;;;;;Rusak;Belum;0;APBN;;;belum ada
;1229;;;10901023;Infusion fluid thermal warmer;Ya;0;;;;;Rusak;Belum;0;APBN;;;belum ada
;1229;;;20902035;Infusion pump;Ya;0;;;;;Baik;Belum;0;APBN;;;
;1229;;;20903052;Aspirator/Vacuum/Suction pump portable;Ya;0;;;;;Rusak;Belum;0;APBN;;;belum ada
;1229;;;20902045;ICU Bed Electric;Ya;0;;;;;Rusak;Belum;0;APBN;;;belum ada
;1229;;;20501033;Stetoskop;Ya;0;;;;;Baik;Belum;0;APBN;;;
;***;;;Ruangan Perawatan Isolasi tipe tekanan standar (kelas S);;;;;;;;;;;;;;
;1230;;;20903052;Aspirator/Vacuum/Suction pump portable;Ya;78371755250;LAERDAL Compact Suction Unit;LAERDAL;2018;2018;Baik;Belum;31005678;DAK;PT.INTERGASTRA NUSANTARA;;
;1230;;;20903052;Aspirator/Vacuum/Suction pump portable;Ya;78371755230;LAERDAL Compact Suction Unit;LAERDAL;2018;2018;Baik;Belum;31005678;DAK;PT.INTERGASTRA NUSANTARA;;
;1230;;;20902035;Infusion pump;Ya;1703000079;TERUMO;172CW3;2018;2018;Baik;Belum;24909060;DAK;PT.KIMIA FARMA TRADING;;
;1230;;;20902035;Infusion pump;Ya;1703000075;TERUMO;172CW3;2018;2018;Baik;Belum;24909060;DAK;PT.KIMIA FARMA TRADING;;
;1230;;;20902035;Infusion pump;Ya;1703000082;TERUMO;172CW3;2018;2018;Baik;Belum;24909060;DAK;PT.KIMIA FARMA TRADING;;
;1230;;;20902035;Infusion pump;Ya;1703000073;TERUMO;172CW3;2018;2018;Baik;Belum;24909060;DAK;PT.KIMIA FARMA TRADING;;
;1230;;;20902035;Infusion pump;Ya;1703000070;TERUMO;172CW3;2018;2018;Baik;Belum;24909060;DAK;PT.KIMIA FARMA TRADING;;
;1230;;;20902035;Infusion pump;Ya;1703000068;TERUMO;172CW3;2018;2018;Baik;Belum;24909060;DAK;PT.KIMIA FARMA TRADING;;
;1230;;;20902046;Syringe Pump;Ya;17050102015;TERUMO;TE-SS700N03;2018;2018;Baik;Belum;17019200;DAK;PT.KIMIA FARMA TRADING;;
;1230;;;20902046;Syringe Pump;Ya;1705010210;TERUMO;TE-SS700N03;2018;2018;Baik;Belum;17019200;DAK;PT.KIMIA FARMA TRADING;;
;1230;;;20902046;Syringe Pump;Ya;1705010189;TERUMO;TE-SS700N03;2018;2018;Baik;Belum;17019200;DAK;PT.KIMIA FARMA TRADING;;
;1230;;;20501033;Stetoskop;Ya;53100035;MPM ERKA;DOUBLE MEMBRAN;2018;2018;Baik;Belum;1100000;DAK;PT.SIAGA MEDIKA ABADI KARYA;;
;1230;;;20501033;Stetoskop;Ya;53100025;MPM ERKA;DOUBLE MEMBRAN;2018;2018;Baik;Belum;1100000;DAK;PT.SIAGA MEDIKA ABADI KARYA;;
;1230;;;20501033;Stetoskop;Ya;53100025;MPM ERKA;DOUBLE MEMBRAN;2018;2018;Baik;Belum;1100000;DAK;PT.SIAGA MEDIKA ABADI KARYA;;
;1230;;;1801051;Tensimeter;Ya;17401494;MPM ERKA;STAND VARIO;2018;2018;Baik;Belum;5500000;DAK;PT.SIAGA MEDIKA ABADI KARYA;;
;1230;;;1801051;Tensimeter;Ya;17402035;MPM ERKA;STAND VARIO;2018;2018;Baik;Belum;5500000;DAK;PT.SIAGA MEDIKA ABADI KARYA;;
;1230;;;11501050;X-Ray Film Viewer;Ya;0267000000518T0143;TESENA X-Ray Film Viewer;TSN 014-3;2018;2018;Baik;Belum;5000000;DAK;PT. TESENA INOVINDO;AKD 11501110279;
;1230;;;20902045;ICU Bed Electric;Ya;207;MAK Sotamak Manual Bed;77001 / (L)2140 x (W)1070 x (Hi) 480-665 mm.;2018;2018;Baik;Belum;22000000;DAK;PT. MEGA ANDALAN KALASAN;AKD 10902110256;
;1230;;;20902045;ICU Bed Electric;Ya;207;MAK Sotamak Manual Bed;77001 / (L)2140 x (W)1070 x (Hi) 480-665 mm.;2018;2018;Baik;Belum;22000000;DAK;PT. MEGA ANDALAN KALASAN;AKD 10902110256;
;1230;;;20902045;ICU Bed Electric;Ya;207;MAK Sotamak Manual Bed;77001 / (L)2140 x (W)1070 x (Hi) 480-665 mm.;2018;2018;Baik;Belum;22000000;DAK;PT. MEGA ANDALAN KALASAN;AKD 10902110256;
;1230;;;20902045;ICU Bed Electric;Ya;207;MAK Sotamak Manual Bed;77001 / (L)2140 x (W)1070 x (Hi) 480-665 mm.;2018;2018;Baik;Belum;22000000;DAK;PT. MEGA ANDALAN KALASAN;AKD 10902110256;
;1230;;;20902045;ICU Bed Electric;Ya;207;MAK Sotamak Manual Bed;77001 / (L)2140 x (W)1070 x (Hi) 480-665 mm.;2018;2018;Baik;Belum;22000000;DAK;PT. MEGA ANDALAN KALASAN;AKD 10902110256;
;1230;;;20902045;ICU Bed Electric;Ya;207;MAK Sotamak Manual Bed;77001 / (L)2140 x (W)1070 x (Hi) 480-665 mm.;2018;2018;Baik;Belum;22000000;DAK;PT. MEGA ANDALAN KALASAN;AKD 10902110256;
;1230;;;20902045;ICU Bed Electric;Ya;207;MAK Sotamak Manual Bed;77001 / (L)2140 x (W)1070 x (Hi) 480-665 mm.;2018;2018;Baik;Belum;22000000;DAK;PT. MEGA ANDALAN KALASAN;AKD 10902110256;
;1230;;;20902045;ICU Bed Electric;Ya;207;MAK Sotamak Manual Bed;77001 / (L)2140 x (W)1070 x (Hi) 480-665 mm.;2018;2018;Baik;Belum;22000000;DAK;PT. MEGA ANDALAN KALASAN;AKD 10902110256;
;1230;;;20902045;ICU Bed Electric;Ya;207;MAK Sotamak Manual Bed;77001 / (L)2140 x (W)1070 x (Hi) 480-665 mm.;2018;2018;Baik;Belum;22000000;DAK;PT. MEGA ANDALAN KALASAN;AKD 10902110256;
;1230;;;20902045;ICU Bed Electric;Ya;207;MAK Sotamak Manual Bed;77001 / (L)2140 x (W)1070 x (Hi) 480-665 mm.;2018;2018;Baik;Belum;22000000;DAK;PT. MEGA ANDALAN KALASAN;AKD 10902110256;
;1230;;;20902045;ICU Bed Electric;Ya;207;MAK Sotamak Manual Bed;77001 / (L)2140 x (W)1070 x (Hi) 480-665 mm.;2018;2018;Baik;Belum;22000000;DAK;PT. MEGA ANDALAN KALASAN;AKD 10902110256;
;1230;;;20902045;ICU Bed Electric;Ya;207;MAK Sotamak Manual Bed;77001 / (L)2140 x (W)1070 x (Hi) 480-665 mm.;2018;2018;Baik;Belum;22000000;DAK;PT. MEGA ANDALAN KALASAN;AKD 10902110256;
;1230;;;20902045;ICU Bed Electric;Ya;207;MAK Sotamak Manual Bed;77001 / (L)2140 x (W)1070 x (Hi) 480-665 mm.;2018;2018;Baik;Belum;22000000;DAK;PT. MEGA ANDALAN KALASAN;AKD 10902110256;
;1230;;;20902045;ICU Bed Electric;Ya;207;MAK Sotamak Manual Bed;77001 / (L)2140 x (W)1070 x (Hi) 480-665 mm.;2018;2018;Baik;Belum;22000000;DAK;PT. MEGA ANDALAN KALASAN;AKD 10902110256;
;1230;;;20902045;ICU Bed Electric;Ya;207;MAK Sotamak Manual Bed;77001 / (L)2140 x (W)1070 x (Hi) 480-665 mm.;2018;2018;Baik;Belum;22000000;DAK;PT. MEGA ANDALAN KALASAN;AKD 10902110256;
;1230;;;20902045;ICU Bed Electric;Ya;207;MAK Sotamak Manual Bed;77001 / (L)2140 x (W)1070 x (Hi) 480-665 mm.;2018;2018;Baik;Belum;22000000;DAK;PT. MEGA ANDALAN KALASAN;AKD 10902110256;
;1230;;;20902045;ICU Bed Electric;Ya;207;MAK Sotamak Manual Bed;77001 / (L)2140 x (W)1070 x (Hi) 480-665 mm.;2018;2018;Baik;Belum;22000000;DAK;PT. MEGA ANDALAN KALASAN;AKD 10902110256;
;1230;;;10903172;Lemari Peralatan;Ya;2071;MAK Instrument;32901;2018;2018;Baik;Belum;5688300;DAK;;;
;1230;;;10903172;Lemari Peralatan;Ya;2071;MAK Instrument;32901;2018;2018;Baik;Belum;5688300;DAK;;;
;1230;;;10903172;Lemari Peralatan;Ya;20711;MAK INSTRUMENT;32901;2018;2018;Baik;Belum;5688485;DAK;;;INSTRUMENT CABINET
;1230;;;10903172;Lemari Peralatan;Ya;20711;MAK INSTRUMENT;32901;2018;2018;Baik;Belum;5688485;DAK;;;INSTRUMENT CABINET
;1230;;;20903056;Tiang infus;Ya;1,80436E+15;MAK Infuse Stand;36103;2018;2018;Baik;Belum;1333416;DAK;PT. MEGA ANDALAN KALASAN;AKD 10903900580;
;1230;;;20903056;Tiang infus;Ya;1,80436E+15;MAK Infuse Stand;36103;2018;2018;Baik;Belum;1333416;DAK;PT. MEGA ANDALAN KALASAN;AKD 10903900580;
;1230;;;20903056;Tiang infus;Ya;1,80436E+15;MAK Infuse Stand;36103;2018;2018;Baik;Belum;1333416;DAK;PT. MEGA ANDALAN KALASAN;AKD 10903900580;
;1230;;;20903056;Tiang infus;Ya;1,80436E+15;MAK Infuse Stand;36103;2018;2018;Baik;Belum;1333416;DAK;PT. MEGA ANDALAN KALASAN;AKD 10903900580;
;1230;;;20903056;Tiang infus;Ya;1,80436E+15;MAK Infuse Stand;36103;2018;2018;Baik;Belum;1333416;DAK;PT. MEGA ANDALAN KALASAN;AKD 10903900580;
;1230;;;20903042;Wheeled stretcher;Ya;1,80431E+15;MAK Transferring Patient;31209TH / 2050 x 705 x 610 - 900 mm;2018;2018;Baik;Belum;23257875;DAK;PT. MEGA ANDALAN KALASAN;AKD 20903110410;
;1230;;;10903022;Examination Table;Ya;20711;MAK Examination TABLE;34105;2018;2018;Baik;Belum;5784400;DAK;PT. MEGA ANDALAN KALASAN;AKD 19903900583;
;1230;;;10903022;Examination Table;Ya;20711;MAK Examination TABLE;34105;2018;2018;Baik;Belum;5784400;DAK;PT. MEGA ANDALAN KALASAN;AKD 19903900583;
;1230;;;10903141;Utility Trolley;Ya;20711;MAK INSTRUMENT;35101;2018;2018;Baik;Belum;4859300;DAK;;;
;1230;;;20902005;Bed patient electric;;;;;;;;;;;;;
;1230;;;10901002;Bed-side Monitor/Bed-patient monitor/Patient monitor;;;;;;;;;;;;;
;***;;;Rawat Inap Kelas III;;;;;;;;;;;;;;
;144;;;20903052;Aspirator/Vacuum/Suction pump portable;Ya;78371755252;LAERDAL Compact Suction Unit;LAERDAL;2018;2018;Baik;Belum;31005678;DAK;PT.INTERGASTRA NUSANTARA;;
;144;;;20903052;Aspirator/Vacuum/Suction pump portable;Ya;78371755231;LAERDAL Compact Suction Unit;LAERDAL;2018;2018;Baik;Belum;31005678;DAK;PT.INTERGASTRA NUSANTARA;;
;144;;;20502020;Pulse Oxymeter / Oximeter / Pulse Oximeter / Oksigen Saturasi/SPO2;Ya;HPA18B0156;MEDICAL SUPPLY;PULSE OXIMETER;2018;2018;Baik;Belum;13240900;DAK;KREUZ SEPTIAN MAHENDRA;;R.LW II
;144;;;20502020;Pulse Oxymeter / Oximeter / Pulse Oximeter / Oksigen Saturasi/SPO2;Ya;HPA18B0157;MEDICAL SUPPLY;PULSE OXIMETER;2018;2018;Baik;Belum;13240900;DAK;KREUZ SEPTIAN MAHENDRA;;R.LW II
;144;;;20502020;Pulse Oxymeter / Oximeter / Pulse Oximeter / Oksigen Saturasi/SPO2;Ya;HPA18B0158;MEDICAL SUPPLY;PULSE OXIMETER;2018;2018;Baik;Belum;13240900;DAK;KREUZ SEPTIAN MAHENDRA;;R.LW II
;144;;;20902008;Infant radiant warmer;Ya;6537;BIEGLER Emergency Warmer;ESH04;2018;2018;Baik;Belum;27000000;DAK;PT.INDOPRIMA BIONET;;EMERGENCY WARMER (R.LW I
;144;;;20902008;Infant radiant warmer;Ya;6530;BIEGLER Emergency Warmer;ESH04;2018;2018;Baik;Belum;27000000;DAK;PT.INDOPRIMA BIONET;;EMERGENCY WARMER (R.LW II
;144;;;20902035;Infusion pump;Ya;1703000243;TERUMO;172CW3;2018;2018;Baik;Belum;24909060;DAK;PT.KIMIA FARMA TRADING;;R.LW I
;144;;;20902035;Infusion pump;Ya;1703000080;TERUMO;172CW3;2018;2018;Baik;Belum;24909060;DAK;PT.KIMIA FARMA TRADING;;R.LW I
;144;;;20902035;Infusion pump;Ya;1703000076;TERUMO;172CW3;2018;2018;Baik;Belum;24909060;DAK;PT.KIMIA FARMA TRADING;;R.LW II
;144;;;20902046;Syringe Pump;Ya;1703010235;TERUMO;TE-SS700N03;2018;2018;Baik;Belum;17019200;DAK;PT.KIMIA FARMA TRADING;;R.LW I
;144;;;10902018;Antidecubitus Matras;Ya;20170153141;LINET Virtuoso Alternating Pressure Mattress;LINET MATRAS;2018;2018;Baik;Belum;139951112;DAK;PT.MEDICARE INTERNASIONAL INDONESIA;;R.LW I
;144;;;20501033;Stetoskop;Ya;53100035;MPM ERKA;DOUBLE MEMBRAN;2018;2018;Baik;Belum;1100000;DAK;PT.SIAGA MEDIKA ABADI KARYA;;R.LW I KB
;144;;;20501033;Stetoskop;Ya;53100035;MPM ERKA;DOUBLE MEMBRAN;2018;2018;Baik;Belum;1100000;DAK;PT.SIAGA MEDIKA ABADI KARYA;;R.LW I KB
;144;;;20501033;Stetoskop;Ya;53100035;MPM ERKA;DOUBLE MEMBRAN;2018;2018;Baik;Belum;1100000;DAK;PT.SIAGA MEDIKA ABADI KARYA;;R.LW I KB
;144;;;20501033;Stetoskop;Ya;53100035;MPM ERKA;DOUBLE MEMBRAN;2018;2018;Baik;Belum;1100000;DAK;PT.SIAGA MEDIKA ABADI KARYA;;R.LW I KB
;144;;;20501033;Stetoskop;Ya;53100060;MPM ERKA;DOUBLE MEMBRAN;2018;2018;Baik;Belum;1100000;DAK;PT.SIAGA MEDIKA ABADI KARYA;;R.LW 1 B
;144;;;20501033;Stetoskop;Ya;53100060;MPM ERKA;DOUBLE MEMBRAN;2018;2018;Baik;Belum;1100000;DAK;;;R.LW 1 B
;144;;;20501033;Stetoskop;Ya;53100060;MPM ERKA;DOUBLE MEMBRAN;2018;2018;Baik;Belum;1100000;DAK;PT.SIAGA MEDIKA ABADI KARYA;;R.LW I B
;144;;;20501033;Stetoskop;Ya;53100060;MPM ERKA;DOUBLE MEMBRAN;2018;2018;Baik;Belum;1100000;DAK;PT.SIAGA MEDIKA ABADI KARYA;;R.LW I B
;144;;;20501033;Stetoskop;Ya;53100060;MPM ERKA;DOUBLE MEMBRAN;2018;2018;Baik;Belum;1100000;DAK;PT.SIAGA MEDIKA ABADI KARYA;;R.LW I B
;144;;;20501033;Stetoskop;Ya;53100060;MPM ERKA;DOUBLE MEMBRAN;2018;2018;Baik;Belum;1100000;DAK;PT.SIAGA MEDIKA ABADI KARYA;;R.LW I B
;144;;;20501033;Stetoskop;Ya;53100060;MPM ERKA;DOUBLE MEMBRAN;2018;2018;Baik;Belum;1100000;DAK;PT.SIAGA MEDIKA ABADI KARYA;;R. LW I B
;144;;;20501033;Stetoskop;Ya;53100060;MPM ERKA;DOUBLE MEMBRAN;2018;2018;Baik;Belum;1100000;DAK;PT.SIAGA MEDIKA ABADI KARYA;;R.LW I B
;144;;;20501033;Stetoskop;Ya;53200025;MPM ERKA;DOUBLE MEMBRAN;2018;2018;Baik;Belum;1100000;DAK;PT.SIAGA MEDIKA ABADI KARYA;;R.LW I B
;144;;;20501033;Stetoskop;Ya;53100025;MPM ERKA;DOUBLE MEMBRAN;2018;2018;Baik;Belum;1100000;DAK;PT.SIAGA MEDIKA ABADI KARYA;;R.LW I B
;144;;;20903057;Emergency Trolley / Resuscitation Crash Cart ;Ya;1,81932E+13;SARANDI KARYA NUGRAHA;KA 19-01 BSS;2018;2018;Baik;Belum;15810000;DAK;;;PT.SARANDI KARYA NUGRAHA
;144;;;20903057;Emergency Trolley / Resuscitation Crash Cart ;Ya;1,82802E+13;SARANDI KARYA NUGRAHA;KA 19-01 BSS;2018;2018;Baik;Belum;15810000;DAK;;;PT.SARANDI KARYA NUGRAHA R.LW II
;144;;;20501040;Vena section;Ya;22111;MEDICON Vena Sectio Set;vena sectio;2018;2018;Baik;Belum;12021611;DAK;;;R.LW BEDAH
;144;;;20501040;Vena section;Ya;465230;MEDICON Vena Sectio Set;VENA SECTIO;2018;2018;Baik;Belum;12021611;DAK;;;R.LW KB
;144;;;11501050;X-Ray Film Viewer;Ya;2059000000518T0143;TESENA X-Ray Film Viewer;TSN 014-3;2018;2018;Baik;Belum;5000000;DAK;PT. TESENA INOVINDO;AKD 11501110279;R.LW I B
;144;;;11501050;X-Ray Film Viewer;Ya;0255000000917T014;TESENA X-Ray Film Viewer;TSN 014-3;2018;2018;Baik;Belum;5000000;DAK;PT. TESENA INOVINDO;AKD 11501110279;R.LW I KB
;144;;;11501050;X-Ray Film Viewer;Ya;0250000000917T0143;TESENA X-Ray Film Viewer;TSN 014-3;2018;2018;Baik;Belum;5000000;DAK;PT. TESENA INOVINDO;AKD 11501110279;R.LW II
;144;;;11501050;X-Ray Film Viewer;Ya;0242000000917T0143;TESENA X-Ray Film Viewer;TSN 014-3;2018;2018;Baik;Belum;5000000;DAK;PT. TESENA INOVINDO;AKD 11501110279;R.LW II
;144;;;10903172;Lemari Peralatan;Ya;2071;MAK Instrument;32901;2018;2018;Baik;Belum;5688300;DAK;;;R.LW II
;144;;;10903172;Lemari Peralatan;Ya;2071;MAK Instrument;32901;2018;2018;Baik;Belum;5688300;DAK;;;R.LW II
;144;;;10903172;Lemari Peralatan;Ya;20711;MAK INSTRUMENT;32901;2018;2018;Baik;Belum;5688485;DAK;;;R LW.II INSTRUMENT CABINET
;144;;;20903056;Tiang infus;Ya;1,80436E+15;MAK Infuse Stand;36103;2018;2018;Baik;Belum;1333416;DAK;PT. MEGA ANDALAN KALASAN;AKD 10903900580;R LW.I
;144;;;20903056;Tiang infus;Ya;1,80436E+15;MAK Infuse Stand;36103;2018;2018;Baik;Belum;1333416;DAK;PT. MEGA ANDALAN KALASAN;AKD 10903900580;R LW.II
;144;;;20903086;Box/TT Bayi/bed baby;Ya;1,80334E+15;MAK Baby Basket;33609 / (L)700 X (W)440 X (H)900 mm;2018;2018;Baik;Belum;4850000;DAK;PT. MEGA ANDALAN KALASAN;AKD 20902500325;R.LW.I KB
;144;;;20903086;Box/TT Bayi/bed baby;Ya;1,80434E+15;MAK Baby Basket;33609 / (L)700 X (W)440 X (H)900 mm;2018;2018;Baik;Belum;4850000;DAK;PT. MEGA ANDALAN KALASAN;AKD 20902500325;R.LW.I KB
;144;;;20903086;Box/TT Bayi/bed baby;Ya;1,80334E+15;MAK Baby Basket;33609 / (L)700 X (W)440 X (H)900 mm;2018;2018;Baik;Belum;4850000;DAK;PT. MEGA ANDALAN KALASAN;AKD 20902500325;R LW.I.KB
;144;;;20903086;Box/TT Bayi/bed baby;Ya;1,80434E+15;MAK Baby Basket;33609 / (L)700 X (W)440 X (H)900 mm;2018;2018;Baik;Belum;4850000;DAK;PT. MEGA ANDALAN KALASAN;AKD 20902500325;R LW.I.KB
;144;;;20903086;Box/TT Bayi/bed baby;Ya;1,80334E+15;MAK Baby Basket;33609 / (L)700 X (W)440 X (H)900 mm;2018;2018;Baik;Belum;4850000;DAK;PT. MEGA ANDALAN KALASAN;AKD 20902500325;R LW.I.KB
;144;;;20903086;Box/TT Bayi/bed baby;Ya;1,80334E+15;MAK Baby Basket;33609 / (L)700 X (W)440 X (H)900 mm;2018;2018;Baik;Belum;4850000;DAK;PT. MEGA ANDALAN KALASAN;AKD 20902500325;R LW.I.KB
;144;;;20903086;Box/TT Bayi/bed baby;Ya;1,80334E+15;MAK Baby Basket;33609 / (L)700 X (W)440 X (H)900 mm;2018;2018;Baik;Belum;4850000;DAK;PT. MEGA ANDALAN KALASAN;AKD 20902500325;R LW.I.KB
;144;;;20903086;Box/TT Bayi/bed baby;Ya;1,80434E+15;MAK Baby Basket;33609 / (L)700 X (W)440 X (H)900 mm;2018;2018;Baik;Belum;4850000;DAK;PT. MEGA ANDALAN KALASAN;AKD 20902500325;R LW.I.KB
;144;;;20903086;Box/TT Bayi/bed baby;Ya;1,80334E+15;MAK Baby Basket;33609 / (L)700 X (W)440 X (H)900 mm;2018;2018;Baik;Belum;4850000;DAK;PT. MEGA ANDALAN KALASAN;AKD 20902500325;R LW.I.KB
;144;;;20903086;Box/TT Bayi/bed baby;Ya;1,80334E+15;MAK Baby Basket;33609 / (L)700 X (W)440 X (H)900 mm;2018;2018;Baik;Belum;4850000;DAK;PT. MEGA ANDALAN KALASAN;AKD 20902500325;R LW.I.KB
;144;;;20903042;Wheeled stretcher;Ya;1,80431E+15;MAK Transferring Patient;31209TH / 2050 x 705 x 610 - 900 mm;2018;2018;Baik;Belum;23257875;DAK;PT. MEGA ANDALAN KALASAN;AKD 20903110410;R LW.I B
;144;;;20903042;Wheeled stretcher;Ya;1,80431E+15;MAK Transferring Patient;31209TH / 2050 x 705 x 610 - 900 mm;2018;2018;Baik;Belum;23257875;DAK;PT. MEGA ANDALAN KALASAN;AKD 20903110410;R LW.I.KB
;144;;;21001037;Near Infrared (NIR) Brain Hematoma Detector ;Ya;FLEXB0404;CRISTIE;3.0FLEX;2018;2018;Baik;Belum;110686500;DAK;;;VEIN VIEWER (R.LW.II)
;***;;;Rawat Inap Kelas II;;;;;;;;;;;;;;
;145;;;20903029;"Suction pump/Pompa vakum /Vacuum-powered body fluid suction apparatus; Suction Pump Mobile ";Ya;78371755222;LAERDAL Compact Suction Unit;LAERDAL;2018;2018;Baik;Belum;31005678;DAK;PT.INTERGASTRA NUSANTARA;;
;145;;;20903029;"Suction pump/Pompa vakum /Vacuum-powered body fluid suction apparatus; Suction Pump Mobile ";Ya;78491757868;LAERDAL Compact Suction Unit;LAERDAL;2018;2018;Baik;Belum;31005678;DAK;PT.INTERGASTRA NUSANTARA;;
;145;;;10605006;Anesthetic warmer;Ya;6532;BIEGLER Emergency Warmer;ESH04;2018;2018;Baik;Belum;27000000;DAK;PT.INDOPRIMA BIONET;;EMERGENCY WARMER
;145;;;20902035;Infusion pump;Ya;1703000040;TERUMO;172CW3;2018;2018;Baik;Belum;24909060;DAK;PT.KIMIA FARMA TRADING;;
;145;;;20902046;Syringe Pump;Ya;1705010303;TERUMO;TE-SS700N03;2018;2018;Baik;Belum;17019200;DAK;PT.KIMIA FARMA TRADING;;
;145;;;20902046;Syringe Pump;Ya;1705010113;TERUMO;TE-SS700N03;2018;2018;Baik;Belum;17019200;DAK;PT.KIMIA FARMA TRADING;;
;145;;;10902018;Antidecubitus Matras;Ya;2017015976;LINET Virtuoso Alternating Pressure Mattress;LINET MATRAS;2018;2018;Baik;Belum;139951112;APBN;PT.MEDICARE INTERNASIONAL INDONESIA;;
;145;;;10902018;Antidecubitus Matras;Ya;2017015960;LINET Virtuoso Alternating Pressure Mattress;LINET MATRAS;2018;2018;Baik;Belum;139951112;DAK;PT.MEDICARE INTERNASIONAL INDONESIA;;
;145;;;20501033;Stetoskop;Ya;53100035;MPM ERKA;DOUBLE MEMBRAN;2018;2018;Baik;Belum;1100000;DAK;PT.SIAGA MEDIKA ABADI KARYA;;
;145;;;20501033;Stetoskop;Ya;531100035;MPM ERKA;DOUBLE MEMBRAN;2018;2018;Baik;Belum;1100000;DAK;PT.SIAGA MEDIKA ABADI KARYA;;
;145;;;20501033;Stetoskop;Ya;53100035;MPM ERKA;DOUBLE MEMBRAN;2018;2018;Baik;Belum;1100000;DAK;PT.SIAGA MEDIKA ABADI KARYA;;
;145;;;20501033;Stetoskop;Ya;53100035;MPM ERKA;DOUBLE MEMBRAN;2018;2018;Baik;Belum;1100000;DAK;PT.SIAGA MEDIKA ABADI KARYA;;
;145;;;1801051;Tensimeter;Ya;17401421;MPM ERKA;STAND VARIO;2018;2018;Baik;Belum;5500000;DAK;PT.SIAGA MEDIKA ABADI KARYA;;
;145;;;1801051;Tensimeter;Ya;16401567;MPM ERKA;STAND VARIO;2018;2018;Baik;Belum;5500000;DAK;PT.SIAGA MEDIKA ABADI KARYA;;
;145;;;20903057;Emergency Trolley / Resuscitation Crash Cart ;Ya;1,81122E+13;SARANDI KARYA NUGRAHA;KA 19-01 BSS;2018;2018;Baik;Belum;15810000;DAK;;;PT.SARANDI KARYA NUGRAHA
;145;;;11501050;X-Ray Film Viewer;Ya;0256000000518T0143;TESENA X-Ray Film Viewer;TSN 014-3;2018;2018;Baik;Belum;5000000;DAK;PT. TESENA INOVINDO;AKD 11501110279;
;145;;;11501050;X-Ray Film Viewer;Ya;0265000000518T0143;TESENA X-Ray Film Viewer;TSN 014-3;2018;2018;Baik;Belum;5000000;DAK;PT. TESENA INOVINDO;AKD 11501110279;
;145;;;10903172;Lemari Peralatan;Ya;2071;MAK Instrument;32901;2018;2018;Baik;Belum;5688300;DAK;;;
;145;;;10903172;Lemari Peralatan;Ya;2071;MAK Instrument;32901;2018;2018;Baik;Belum;5688300;DAK;;;
;145;;;20903056;Tiang infus;Ya;1,80436E+15;MAK Infuse Stand;36103;2018;2018;Baik;Belum;1333416;DAK;PT. MEGA ANDALAN KALASAN;AKD 10903900580;
